a00	A00 - Kolera
x2749	X27.49 - Kontakt med andra specificerade giftiga djur-gata-ospec aktiviteter
x2750	X27.50 - Kontakt med andra specificerade giftiga djur-serviceområde-idrott
x2751	X27.51 - Kontakt med andra specificerade giftiga djur-serviceområde-lek,fritid
x2752	X27.52 - Kontakt med andra specificerade giftiga djur-serviceområde-förvärvsarbete
x2753	X27.53 - Kontakt med andra specificerade giftiga djur-serviceområde-annan sysselsättning
x2754	X27.54 - Kontakt med andra specificerade giftiga djur-serviceområde-vitalaktivitet
x2758	X27.58 - Kontakt med andra specificerade giftiga djur-serviceområde-andra aktiviteter
x2759	X27.59 - Kontakt med andra specificerade giftiga djur-serviceområde-ospec aktiviteter
x2760	X27.60 - Kontakt med andra specificerade giftiga djur-industriområde-idrott
x2761	X27.61 - Kontakt med andra specificerade giftiga djur-industriområde-lek,fritid
x2762	X27.62 - Kontakt med andra specificerade giftiga djur-industriområde-förvärvsarbete
x2763	X27.63 - Kontakt med andra specificerade giftiga djur-industriområde-annan sysselsättning
x2764	X27.64 - Kontakt med andra specificerade giftiga djur-industriområde-vitalaktivitet
x2768	X27.68 - Kontakt med andra specificerade giftiga djur-industriområde-andra aktiviteter
x2769	X27.69 - Kontakt med andra specificerade giftiga djur-industriområde-ospec aktiviteter
x2770	X27.70 - Kontakt med andra specificerade giftiga djur-lantbruksområde-idrott
x2771	X27.71 - Kontakt med andra specificerade giftiga djur-lantbruksområde-lek,fritid
x2772	X27.72 - Kontakt med andra specificerade giftiga djur-lantbruksområde-förvärvsarbete
x2773	X27.73 - Kontakt med andra specificerade giftiga djur-lantbruksområde-annan sysselsättning
x2774	X27.74 - Kontakt med andra specificerade giftiga djur-lantbruksområde-vitalaktivitet
x2778	X27.78 - Kontakt med andra specificerade giftiga djur-lantbruksområde-andra aktiviteter
x2779	X27.79 - Kontakt med andra specificerade giftiga djur-lantbruksområde-ospec aktiviteter
x2780	X27.80 - Kontakt med andra specificerade giftiga djur-andra områden-idrott
x2781	X27.81 - Kontakt med andra specificerade giftiga djur-andra områden-lek,fritid
x2782	X27.82 - Kontakt med andra specificerade giftiga djur-andra områden-förvärvsarbete
x2783	X27.83 - Kontakt med andra specificerade giftiga djur-andra områden-annan sysselsättning
x2784	X27.84 - Kontakt med andra specificerade giftiga djur-andra områden-vitalaktivitet
x2788	X27.88 - Kontakt med andra specificerade giftiga djur-andra områden-andra aktiviteter
x2789	X27.89 - Kontakt med andra specificerade giftiga djur-andra områden-ospec aktiviteter
x2790	X27.90 - Kontakt med andra specificerade giftiga djur-ospec område-idrott
x2791	X27.91 - Kontakt med andra specificerade giftiga djur-ospec område-lek,fritid
x2792	X27.92 - Kontakt med andra specificerade giftiga djur-ospec område-förvärvsarbete
x2793	X27.93 - Kontakt med andra specificerade giftiga djur-ospec område-annan sysselsättning
x2794	X27.94 - Kontakt med andra specificerade giftiga djur-ospec område-vitalaktivitet
x2798	X27.98 - Kontakt med andra specificerade giftiga djur-ospec område-andra aktiviteter
x2799	X27.99 - Kontakt med andra specificerade giftiga djur-ospec område-ospec aktiviteter
x28	X28 - Kontakt med andra specificerade giftiga växter
x2800	X28.00 - Kontakt med andra specificerade giftiga växter-bostad-idrott
x2801	X28.01 - Kontakt med andra specificerade giftiga växter-bostad-lek,fritid
x2802	X28.02 - Kontakt med andra specificerade giftiga växter-bostad-förvärvsarbete
x2803	X28.03 - Kontakt med andra specificerade giftiga växter-bostad-annan sysselsättning
x2804	X28.04 - Kontakt med andra specificerade giftiga växter-bostad-vitalaktivitet
x2808	X28.08 - Kontakt med andra specificerade giftiga växter-bostad-andra aktiviteter
x2809	X28.09 - Kontakt med andra specificerade giftiga växter-bostad-ospec aktiviteter
x2810	X28.10 - Kontakt med andra specificerade giftiga växter-institutionellt boende-idrott
x2811	X28.11 - Kontakt med andra specificerade giftiga växter-institutionellt boende-lek,fritid
x2812	X28.12 - Kontakt med andra specificerade giftiga växter-institutionellt boende-förvärvsarbete
x2813	X28.13 - Kontakt med andra specificerade giftiga växter-institutionellt boende-annan sysselsättning
x2814	X28.14 - Kontakt med andra specificerade giftiga växter-institutionellt boende-vitalaktivitet
x2818	X28.18 - Kontakt med andra specificerade giftiga växter-institutionellt boende-andra aktiviteter
x2819	X28.19 - Kontakt med andra specificerade giftiga växter-institutionellt boende-ospec aktiviteter
x2820	X28.20 - Kontakt med andra specificerade giftiga växter-skola, offentlig lokal-idrott
x2821	X28.21 - Kontakt med andra specificerade giftiga växter-skola, offentlig lokal-lek,fritid
x2822	X28.22 - Kontakt med andra specificerade giftiga växter-skola, offentlig lokal-förvärvsarbete
x2823	X28.23 - Kontakt med andra specificerade giftiga växter-skola, offentlig lokal-annan sysselsättning
x2824	X28.24 - Kontakt med andra specificerade giftiga växter-skola, offentlig lokal-vitalaktivitet
x2828	X28.28 - Kontakt med andra specificerade giftiga växter-skola, offentlig lokal-andra aktiviteter
x2829	X28.29 - Kontakt med andra specificerade giftiga växter-skola, offentlig lokal-ospec aktiviteter
x2830	X28.30 - Kontakt med andra specificerade giftiga växter-idrottsanläggning-idrott
x2831	X28.31 - Kontakt med andra specificerade giftiga växter-idrottsanläggning-lek,fritid
x2832	X28.32 - Kontakt med andra specificerade giftiga växter-idrottsanläggning-förvärvsarbete
x2833	X28.33 - Kontakt med andra specificerade giftiga växter-idrottsanläggning-annan sysselsättning
x2834	X28.34 - Kontakt med andra specificerade giftiga växter-idrottsanläggning-vitalaktivitet
x2838	X28.38 - Kontakt med andra specificerade giftiga växter-idrottsanläggning-andra aktiviteter
x2839	X28.39 - Kontakt med andra specificerade giftiga växter-idrottsanläggning-ospec aktiviteter
x2840	X28.40 - Kontakt med andra specificerade giftiga växter-gata-idrott
x2841	X28.41 - Kontakt med andra specificerade giftiga växter-gata-lek,fritid
x2842	X28.42 - Kontakt med andra specificerade giftiga växter-gata-förvärvsarbete
x2843	X28.43 - Kontakt med andra specificerade giftiga växter-gata-annan sysselsättning
x2844	X28.44 - Kontakt med andra specificerade giftiga växter-gata-vitalaktivitet
x2848	X28.48 - Kontakt med andra specificerade giftiga växter-gata-andra aktiviteter
x2849	X28.49 - Kontakt med andra specificerade giftiga växter-gata-ospec aktiviteter
x2850	X28.50 - Kontakt med andra specificerade giftiga växter-serviceområde-idrott
x2851	X28.51 - Kontakt med andra specificerade giftiga växter-serviceområde-lek,fritid
x2852	X28.52 - Kontakt med andra specificerade giftiga växter-serviceområde-förvärvsarbete
x2853	X28.53 - Kontakt med andra specificerade giftiga växter-serviceområde-annan sysselsättning
x2854	X28.54 - Kontakt med andra specificerade giftiga växter-serviceområde-vitalaktivitet
x2858	X28.58 - Kontakt med andra specificerade giftiga växter-serviceområde-andra aktiviteter
x2859	X28.59 - Kontakt med andra specificerade giftiga växter-serviceområde-ospec aktiviteter
x2860	X28.60 - Kontakt med andra specificerade giftiga växter-industriområde-idrott
x2861	X28.61 - Kontakt med andra specificerade giftiga växter-industriområde-lek,fritid
x2862	X28.62 - Kontakt med andra specificerade giftiga växter-industriområde-förvärvsarbete
x2863	X28.63 - Kontakt med andra specificerade giftiga växter-industriområde-annan sysselsättning
x2864	X28.64 - Kontakt med andra specificerade giftiga växter-industriområde-vitalaktivitet
x2868	X28.68 - Kontakt med andra specificerade giftiga växter-industriområde-andra aktiviteter
x2869	X28.69 - Kontakt med andra specificerade giftiga växter-industriområde-ospec aktiviteter
x2870	X28.70 - Kontakt med andra specificerade giftiga växter-lantbruksområde-idrott
x2871	X28.71 - Kontakt med andra specificerade giftiga växter-lantbruksområde-lek,fritid
x2872	X28.72 - Kontakt med andra specificerade giftiga växter-lantbruksområde-förvärvsarbete
x2873	X28.73 - Kontakt med andra specificerade giftiga växter-lantbruksområde-annan sysselsättning
x2874	X28.74 - Kontakt med andra specificerade giftiga växter-lantbruksområde-vitalaktivitet
x2878	X28.78 - Kontakt med andra specificerade giftiga växter-lantbruksområde-andra aktiviteter
x2879	X28.79 - Kontakt med andra specificerade giftiga växter-lantbruksområde-ospec aktiviteter
x2880	X28.80 - Kontakt med andra specificerade giftiga växter-andra områden-idrott
x2881	X28.81 - Kontakt med andra specificerade giftiga växter-andra områden-lek,fritid
x2882	X28.82 - Kontakt med andra specificerade giftiga växter-andra områden-förvärvsarbete
x2883	X28.83 - Kontakt med andra specificerade giftiga växter-andra områden-annan sysselsättning
x2884	X28.84 - Kontakt med andra specificerade giftiga växter-andra områden-vitalaktivitet
x2888	X28.88 - Kontakt med andra specificerade giftiga växter-andra områden-andra aktiviteter
x2889	X28.89 - Kontakt med andra specificerade giftiga växter-andra områden-ospec aktiviteter
x2890	X28.90 - Kontakt med andra specificerade giftiga växter-ospec område-idrott
x2891	X28.91 - Kontakt med andra specificerade giftiga växter-ospec område-lek,fritid
x2892	X28.92 - Kontakt med andra specificerade giftiga växter-ospec område-förvärvsarbete
x2893	X28.93 - Kontakt med andra specificerade giftiga växter-ospec område-annan sysselsättning
x2894	X28.94 - Kontakt med andra specificerade giftiga växter-ospec område-vitalaktivitet
x2898	X28.98 - Kontakt med andra specificerade giftiga växter-ospec område-andra aktiviteter
x2899	X28.99 - Kontakt med andra specificerade giftiga växter-ospec område-ospec aktiviteter
x29	X29 - Kontakt med giftigt djur eller giftig växt, ospecificerat
x2900	X29.00 - Kontakt med giftigt djur eller giftig växt, ospecificerat-bostad-idrott
x2901	X29.01 - Kontakt med giftigt djur eller giftig växt, ospecificerat-bostad-lek,fritid
x2902	X29.02 - Kontakt med giftigt djur eller giftig växt, ospecificerat-bostad-förvärvsarbete
x2903	X29.03 - Kontakt med giftigt djur eller giftig växt, ospecificerat-bostad-annan sysselsättning
x2904	X29.04 - Kontakt med giftigt djur eller giftig växt, ospecificerat-bostad-vitalaktivitet
x2908	X29.08 - Kontakt med giftigt djur eller giftig växt, ospecificerat-bostad-andra aktiviteter
x2909	X29.09 - Kontakt med giftigt djur eller giftig växt, ospecificerat-bostad-ospec aktiviteter
x2910	X29.10 - Kontakt med giftigt djur eller giftig växt, ospecificerat-institutionellt boende-idrott
x2911	X29.11 - Kontakt med giftigt djur eller giftig växt, ospecificerat-institutionellt boende-lek,fritid
x2912	X29.12 - Kontakt med giftigt djur eller giftig växt, ospecificerat-institutionellt boende-förvärvsarbete
x2913	X29.13 - Kontakt med giftigt djur eller giftig växt, ospecificerat-institutionellt boende-annan sysselsättning
x2914	X29.14 - Kontakt med giftigt djur eller giftig växt, ospecificerat-institutionellt boende-vitalaktivitet
x2918	X29.18 - Kontakt med giftigt djur eller giftig växt, ospecificerat-institutionellt boende-andra aktiviteter
x2919	X29.19 - Kontakt med giftigt djur eller giftig växt, ospecificerat-institutionellt boende-ospec aktiviteter
x2920	X29.20 - Kontakt med giftigt djur eller giftig växt, ospecificerat-skola, offentlig lokal-idrott
x2921	X29.21 - Kontakt med giftigt djur eller giftig växt, ospecificerat-skola, offentlig lokal-lek,fritid
x2922	X29.22 - Kontakt med giftigt djur eller giftig växt, ospecificerat-skola, offentlig lokal-förvärvsarbete
x2923	X29.23 - Kontakt med giftigt djur eller giftig växt, ospecificerat-skola, offentlig lokal-annan sysselsättning
x2924	X29.24 - Kontakt med giftigt djur eller giftig växt, ospecificerat-skola, offentlig lokal-vitalaktivitet
x2928	X29.28 - Kontakt med giftigt djur eller giftig växt, ospecificerat-skola, offentlig lokal-andra aktiviteter
x2929	X29.29 - Kontakt med giftigt djur eller giftig växt, ospecificerat-skola, offentlig lokal-ospec aktiviteter
x2930	X29.30 - Kontakt med giftigt djur eller giftig växt, ospecificerat-idrottsanläggning-idrott
x2931	X29.31 - Kontakt med giftigt djur eller giftig växt, ospecificerat-idrottsanläggning-lek,fritid
x2932	X29.32 - Kontakt med giftigt djur eller giftig växt, ospecificerat-idrottsanläggning-förvärvsarbete
x2933	X29.33 - Kontakt med giftigt djur eller giftig växt, ospecificerat-idrottsanläggning-annan sysselsättning
x2934	X29.34 - Kontakt med giftigt djur eller giftig växt, ospecificerat-idrottsanläggning-vitalaktivitet
x2938	X29.38 - Kontakt med giftigt djur eller giftig växt, ospecificerat-idrottsanläggning-andra aktiviteter
x2939	X29.39 - Kontakt med giftigt djur eller giftig växt, ospecificerat-idrottsanläggning-ospec aktiviteter
x2940	X29.40 - Kontakt med giftigt djur eller giftig växt, ospecificerat-gata-idrott
x2941	X29.41 - Kontakt med giftigt djur eller giftig växt, ospecificerat-gata-lek,fritid
x2942	X29.42 - Kontakt med giftigt djur eller giftig växt, ospecificerat-gata-förvärvsarbete
x2943	X29.43 - Kontakt med giftigt djur eller giftig växt, ospecificerat-gata-annan sysselsättning
x2944	X29.44 - Kontakt med giftigt djur eller giftig växt, ospecificerat-gata-vitalaktivitet
x2948	X29.48 - Kontakt med giftigt djur eller giftig växt, ospecificerat-gata-andra aktiviteter
x2949	X29.49 - Kontakt med giftigt djur eller giftig växt, ospecificerat-gata-ospec aktiviteter
x2950	X29.50 - Kontakt med giftigt djur eller giftig växt, ospecificerat-serviceområde-idrott
x2951	X29.51 - Kontakt med giftigt djur eller giftig växt, ospecificerat-serviceområde-lek,fritid
x2952	X29.52 - Kontakt med giftigt djur eller giftig växt, ospecificerat-serviceområde-förvärvsarbete
x2953	X29.53 - Kontakt med giftigt djur eller giftig växt, ospecificerat-serviceområde-annan sysselsättning
x2954	X29.54 - Kontakt med giftigt djur eller giftig växt, ospecificerat-serviceområde-vitalaktivitet
x2958	X29.58 - Kontakt med giftigt djur eller giftig växt, ospecificerat-serviceområde-andra aktiviteter
x2959	X29.59 - Kontakt med giftigt djur eller giftig växt, ospecificerat-serviceområde-ospec aktiviteter
x2960	X29.60 - Kontakt med giftigt djur eller giftig växt, ospecificerat-industriområde-idrott
x2961	X29.61 - Kontakt med giftigt djur eller giftig växt, ospecificerat-industriområde-lek,fritid
x2962	X29.62 - Kontakt med giftigt djur eller giftig växt, ospecificerat-industriområde-förvärvsarbete
x2963	X29.63 - Kontakt med giftigt djur eller giftig växt, ospecificerat-industriområde-annan sysselsättning
x2964	X29.64 - Kontakt med giftigt djur eller giftig växt, ospecificerat-industriområde-vitalaktivitet
x2968	X29.68 - Kontakt med giftigt djur eller giftig växt, ospecificerat-industriområde-andra aktiviteter
x2969	X29.69 - Kontakt med giftigt djur eller giftig växt, ospecificerat-industriområde-ospec aktiviteter
x2970	X29.70 - Kontakt med giftigt djur eller giftig växt, ospecificerat-lantbruksområde-idrott
x2971	X29.71 - Kontakt med giftigt djur eller giftig växt, ospecificerat-lantbruksområde-lek,fritid
x2972	X29.72 - Kontakt med giftigt djur eller giftig växt, ospecificerat-lantbruksområde-förvärvsarbete
x2973	X29.73 - Kontakt med giftigt djur eller giftig växt, ospecificerat-lantbruksområde-annan sysselsättning
x2974	X29.74 - Kontakt med giftigt djur eller giftig växt, ospecificerat-lantbruksområde-vitalaktivitet
x2978	X29.78 - Kontakt med giftigt djur eller giftig växt, ospecificerat-lantbruksområde-andra aktiviteter
x2979	X29.79 - Kontakt med giftigt djur eller giftig växt, ospecificerat-lantbruksområde-ospec aktiviteter
x2980	X29.80 - Kontakt med giftigt djur eller giftig växt, ospecificerat-andra områden-idrott
x2981	X29.81 - Kontakt med giftigt djur eller giftig växt, ospecificerat-andra områden-lek,fritid
x2982	X29.82 - Kontakt med giftigt djur eller giftig växt, ospecificerat-andra områden-förvärvsarbete
x2983	X29.83 - Kontakt med giftigt djur eller giftig växt, ospecificerat-andra områden-annan sysselsättning
x2984	X29.84 - Kontakt med giftigt djur eller giftig växt, ospecificerat-andra områden-vitalaktivitet
x2988	X29.88 - Kontakt med giftigt djur eller giftig växt, ospecificerat-andra områden-andra aktiviteter
x2989	X29.89 - Kontakt med giftigt djur eller giftig växt, ospecificerat-andra områden-ospec aktiviteter
x2990	X29.90 - Kontakt med giftigt djur eller giftig växt, ospecificerat-ospec område-idrott
x2991	X29.91 - Kontakt med giftigt djur eller giftig växt, ospecificerat-ospec område-lek,fritid
x2992	X29.92 - Kontakt med giftigt djur eller giftig växt, ospecificerat-ospec område-förvärvsarbete
x2993	X29.93 - Kontakt med giftigt djur eller giftig växt, ospecificerat-ospec område-annan sysselsättning
x2994	X29.94 - Kontakt med giftigt djur eller giftig växt, ospecificerat-ospec område-vitalaktivitet
x2998	X29.98 - Kontakt med giftigt djur eller giftig växt, ospecificerat-ospec område-andra aktiviteter
x2999	X29.99 - Kontakt med giftigt djur eller giftig växt, ospecificerat-ospec område-ospec aktiviteter
x30	X30 - Exponering för extrem naturlig värme
x3000	X30.00 - Exponering för extrem naturlig värme-bostad-idrott
x3001	X30.01 - Exponering för extrem naturlig värme-bostad-lek,fritid
x3002	X30.02 - Exponering för extrem naturlig värme-bostad-förvärvsarbete
x3003	X30.03 - Exponering för extrem naturlig värme-bostad-annan sysselsättning
